run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike18,E57,E47,387.52,16,335
run002,trike64,E196,E202,498.38,16,371
run002,trike41,E74,E38,853.7799999999999,16,379
run002,trike32,E106,E88,2248.58,31,310
run002,trike47,E154,-E152,592.84,16,378
run002,trike62,E196,E23,515.21,16,331
run002,trike12,E162,E143,666.6999999999999,16,296
run002,trike9,E23,E199,2419.7200000000003,31,413
run002,trike13,E162,E167,482.86,16,371
run002,trike17,E57,E141,495.88000000000017,16,352
run002,trike18,E57,-E184,417.01,16,343
run002,trike56,E154,-E213,809.4800000000001,16,296
run002,trike58,E154,E142,751.74,16,353
run002,trike50,E154,-E174,797.54,16,359
run002,trike28,E41,E45,620.84,16,391
run002,trike22,E41,E100,1384.8799999999999,21,329
run002,trike29,E41,E63,497.89000000000004,16,444
run002,trike46,E154,E139,758.2099999999999,16,372
run002,trike54,E154,E228,600.51,16,434
run002,trike23,E41,E133,982.5899999999999,16,368
run002,trike42,E74,-E109,871.6899999999998,16,376
run002,trike20,E41,E96,1081.4599999999998,21,316
run002,trike44,E74,-E107,985.4199999999997,16,503
run002,trike11,E162,E143,666.6999999999999,16,424
run002,trike43,E74,E38,853.7799999999999,16,504
run002,trike45,E154,E3,881.9399999999999,16,303
run002,trike16,E57,E76,875.0699999999999,16,378
run002,trike55,E154,E238,1267.4999999999998,21,347
run002,trike8,E23,E214,2236.38,31,265
run002,trike48,E154,E79,640.6199999999999,16,386
run002,trike61,E196,-E176,581.9,16,408
run002,trike38,E97,E230,1121.23,21,353
run002,trike26,E41,E51,891.26,16,443
run002,trike49,E154,E124,763.0,16,539
run002,trike36,E97,E100,176.67,16,558
run002,trike40,E74,E59,883.7699999999998,16,492
run002,trike39,E97,E45,1399.67,21,323
run002,trike24,E41,E109,945.1,16,464
run002,trike57,E154,E234,995.7099999999999,16,421
run002,trike15,E57,E82,565.0799999999999,16,580
run002,trike6,E23,E37,2256.71,31,323
run002,trike51,E154,E57,840.6400000000001,16,415
run002,trike19,E57,E88,827.85,16,402
run002,trike53,E154,E38,875.9499999999999,16,392
run002,trike43,E74,E161,945.9100000000001,16,508
run002,trike59,E154,E199,1275.0799999999997,21,374
run002,trike37,E97,-E229,1792.0100000000002,26,344
run002,trike2,E23,-E247,1152.46,21,405
run002,trike63,E196,E87,908.93,16,420
run002,trike0,E23,E35,1709.2699999999998,26,362
run002,trike25,E41,E73,1117.11,21,455
run002,trike35,E97,E198,1398.6500000000003,21,465
run002,trike7,E23,E237,2325.4500000000003,31,324
run002,trike14,E162,E43,1181.58,21,517
run002,trike33,E106,E227,1687.66,26,377
run002,trike52,E154,E134,812.6199999999999,16,635
run002,trike16,E57,E147,465.2500000000001,16,701
run002,trike3,E23,E196,1656.8300000000002,26,435
run002,trike1,E23,E104,1123.43,21,527
run002,trike4,E23,E13,1729.9399999999998,26,423
run002,trike28,E41,E79,784.01,16,626
run002,trike10,E162,E69,835.1700000000001,16,538
run002,trike30,E106,E55,2291.799999999999,31,400
run002,trike60,E196,E45,1385.2600000000002,21,495
run002,trike27,E41,E208,1375.37,21,503
run002,trike29,E41,E204,1380.4699999999998,21,624
run002,trike31,E106,E138,2558.6300000000006,36,315
run002,trike21,E41,-E184,1101.5399999999997,21,589
run002,trike44,E74,E73,966.7799999999999,16,683
run002,trike12,E162,-E153,935.64,16,787
run002,trike36,E97,E163,1632.6299999999997,26,566
run002,trike9,E23,E142,2310.18,31,421
run002,trike26,E41,E77,632.2700000000001,16,770
run002,trike62,E196,E153,938.7099999999999,16,745
run002,trike17,E57,-E109,473.24,16,793
run002,trike18,E57,E110,533.89,16,791
run002,trike14,E162,E149,795.03,16,899
run002,trike45,E154,E183,792.5799999999999,16,778
run002,trike2,E23,-E238,2457.6000000000004,31,912
run002,trike64,E196,E41,1680.88,26,620
run002,trike13,E162,-E183,565.04,16,879
run002,trike41,E74,E242,1774.7700000000002,26,637
run002,trike19,E57,E234,189.89999999999998,16,971
run002,trike5,E23,E73,2456.04,31,544
run002,trike23,E41,-E238,1827.4299999999996,26,949
run002,trike8,E23,E44,2084.62,31,698
run002,trike34,E106,E233,2657.1600000000003,36,499
run002,trike37,E97,E141,1715.21,26,762
run002,trike40,E74,-E186,822.6099999999998,16,913
run002,trike49,E154,-E109,800.6099999999999,16,965
run002,trike3,E23,E3,1633.37,26,820
run002,trike53,E154,E14,1036.18,21,874
run002,trike11,E162,E242,1065.68,21,877
run002,trike43,E74,E230,887.8399999999999,16,916
run002,trike15,E57,-E239,1427.75,21,588
