run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike47,E154,E156,569.97,50,312
run002,trike14,E162,E203,357.32,50,341
run002,trike41,E74,-E155,1800.03,100,277
run002,trike10,E162,E134,690.3399999999999,50,276
run002,trike43,E74,E66,719.9799999999999,50,334
run002,trike17,E57,E234,189.89999999999998,50,402
run002,trike40,E74,E167,949.2999999999998,50,308
run002,trike17,E57,E59,527.61,50,408
run002,trike49,E154,E57,840.6400000000001,50,290
run002,trike6,E23,E0,621.76,50,335
run002,trike51,E154,E227,437.74,50,444
run002,trike12,E162,E204,532.3499999999999,50,422
run002,trike25,E41,E240,1728.16,100,398
run002,trike9,E23,E107,1468.75,70,279
run002,trike44,E74,E109,794.7699999999999,50,406
run002,trike52,E154,E213,1104.18,70,379
run002,trike58,E154,E214,1091.74,70,395
run002,trike57,E154,E15,995.7800000000001,50,305
run002,trike13,E162,E120,736.51,50,400
run002,trike15,E57,E195,715.27,50,301
run002,trike45,E154,-E176,1082.92,70,416
run002,trike59,E154,E67,627.1099999999999,50,384
run002,trike53,E154,-E3,922.98,50,321
run002,trike50,E154,E43,730.16,50,397
run002,trike35,E97,E199,1859.62,100,309
run002,trike21,E41,E123,1027.54,70,421
run002,trike28,E41,E122,1151.95,70,445
run002,trike31,E106,E209,2244.1600000000003,120,438
run002,trike55,E154,E6,613.76,50,478
run002,trike63,E196,E26,799.23,50,421
run002,trike22,E41,E216,1602.8399999999997,100,296
run002,trike5,E23,E3,1633.37,100,357
run002,trike11,E162,E67,657.65,50,482
run002,trike54,E154,E177,1336.6100000000004,70,515
run002,trike60,E196,-E153,1382.5899999999997,70,432
run002,trike56,E154,E105,955.5399999999998,50,399
run002,trike36,E97,-E235,1863.5300000000002,100,340
run002,trike23,E41,E199,1789.5499999999995,100,574
run002,trike26,E41,-E176,1597.3899999999996,100,326
run002,trike0,E23,E153,2274.6,120,278
run002,trike64,E196,E65,1221.8400000000004,70,464
run002,trike32,E106,E21,2441.23,120,504
run002,trike4,E23,E80,2183.32,120,305
run002,trike38,E97,E131,1899.4699999999998,100,391
run002,trike39,E97,E170,1855.11,100,338
run002,trike42,E74,E0,1930.1299999999997,100,397
run002,trike29,E41,E242,1925.1000000000001,100,353
run002,trike24,E41,E196,1037.96,70,530
run002,trike48,E154,E35,937.95,50,551
run002,trike14,E162,E199,941.4299999999998,50,607
run002,trike61,E196,E62,1276.96,70,490
run002,trike12,E162,E183,458.93,50,698
run002,trike43,E74,E75,354.84000000000003,50,730
run002,trike27,E41,E109,945.1,50,638
run002,trike34,E106,E75,1964.59,100,371
run002,trike1,E23,E131,2459.5699999999997,120,346
run002,trike2,E23,E93,2577.51,150,377
run002,trike3,E23,E77,1971.1999999999998,100,431
run002,trike51,E154,E101,1962.68,100,449
run002,trike19,E57,-E238,1348.76,70,335
run002,trike62,E196,E233,1486.41,70,342
run002,trike15,E57,-E187,153.24,50,802
run002,trike11,E162,E183,458.93,50,787
run002,trike8,E23,E148,2342.64,120,462
run002,trike18,E57,E38,1239.13,70,551
run002,trike7,E23,E135,2284.6199999999994,120,468
run002,trike46,E154,-E241,1348.0800000000002,70,558
run002,trike33,E106,E239,2292.4,120,453
run002,trike56,E154,E207,982.7599999999999,50,783
run002,trike17,E57,E110,533.89,50,791
run002,trike20,E41,E177,1851.08,100,537
run002,trike47,E154,E165,384.55000000000007,50,873
run002,trike50,E154,E115,464.87,50,864
run002,trike30,E106,E115,2067.68,120,578
run002,trike37,E97,E159,1879.2399999999998,100,524
run002,trike13,E162,E134,690.3399999999999,50,877
run002,trike35,E97,E100,176.67,50,940
run002,trike16,E57,E24,1495.6499999999999,70,433
run002,trike63,E196,E139,1082.8799999999999,70,828
run002,trike49,E154,E115,464.87,50,971
run002,trike57,E154,E68,484.85,50,974
run002,trike44,E74,E146,774.1599999999999,50,912
run002,trike40,E74,E126,1053.2399999999998,70,825
run002,trike21,E41,-E183,1199.1299999999999,70,802
run002,trike58,E154,E135,726.18,50,977
run002,trike10,E162,E43,1181.58,70,880
run002,trike28,E41,E115,608.2600000000001,50,954
run002,trike47,E154,E57,840.6400000000001,50,877
run002,trike53,E154,E27,1404.7,70,780
run002,trike52,E154,-E229,1207.4700000000003,70,892
run002,trike51,E154,E235,1346.0000000000002,70,885
run002,trike19,E57,E233,226.98999999999998,50,1077
