run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike31,E106,E97,680.59,50,215
run002,trike23,E41,E44,745.6899999999999,50,269
run002,trike58,E154,E157,254.47,50,338
run002,trike13,E162,-E217,778.6099999999998,50,326
run002,trike64,E196,E203,786.58,50,357
run002,trike23,E41,E61,706.1100000000001,50,279
run002,trike42,E74,E75,354.84000000000003,50,355
run002,trike29,E41,E47,1081.4099999999999,70,252
run002,trike10,E162,E215,783.2799999999997,50,356
run002,trike52,E154,E204,866.0,50,313
run002,trike53,E154,E214,1091.74,70,296
run002,trike58,E154,E90,1226.7100000000003,70,342
run002,trike61,E196,-E242,929.87,50,225
run002,trike16,E57,E127,414.37,50,338
run002,trike12,E162,E81,763.1899999999999,50,339
run002,trike63,E196,E168,988.2199999999999,50,289
run002,trike37,E97,-E244,1292.72,70,433
run002,trike11,E162,E57,884.68,50,266
run002,trike57,E154,E145,701.4299999999998,50,375
run002,trike51,E154,E166,466.30000000000007,50,388
run002,trike21,E41,E157,780.2400000000001,50,319
run002,trike44,E74,E59,883.7699999999998,50,388
run002,trike25,E41,E119,1105.1599999999999,70,314
run002,trike5,E23,-E245,769.9599999999999,50,383
run002,trike50,E154,E143,788.9799999999999,50,373
run002,trike17,E57,E148,673.7400000000002,50,297
run002,trike19,E57,E186,410.3100000000001,50,410
run002,trike26,E41,E228,1126.28,70,350
run002,trike23,E41,E21,1690.5699999999997,100,502
run002,trike38,E97,E13,1169.84,70,365
run002,trike62,E196,E126,1031.7,70,365
run002,trike35,E97,E230,1121.23,70,371
run002,trike45,E154,E87,817.31,50,422
run002,trike49,E154,E80,700.9999999999999,50,445
run002,trike41,E74,-E232,1070.96,70,552
run002,trike46,E154,E7,563.21,50,516
run002,trike14,E162,E109,827.6,50,378
run002,trike20,E41,E233,1197.74,70,361
run002,trike3,E23,E107,1468.75,70,396
run002,trike39,E97,E124,1669.99,100,357
run002,trike18,E57,E8,893.8699999999999,50,329
run002,trike59,E154,E26,1311.42,70,360
run002,trike54,E154,E241,1306.19,70,308
run002,trike60,E196,E96,1054.4299999999998,70,445
run002,trike36,E97,E232,1166.5099999999998,70,454
run002,trike56,E154,E245,1753.5700000000002,100,299
run002,trike15,E57,E162,866.0400000000002,50,370
run002,trike33,E106,E154,1592.63,100,373
run002,trike31,E106,E47,2540.830000000001,150,277
run002,trike6,E23,E124,2230.09,120,388
run002,trike27,E41,E54,781.5000000000002,50,600
run002,trike47,E154,E24,1119.96,70,477
run002,trike48,E154,E39,851.66,50,537
run002,trike0,E23,E13,1729.9399999999998,100,475
run002,trike24,E41,E70,1227.24,70,501
run002,trike4,E23,E119,2444.0899999999997,120,394
run002,trike37,E97,E131,1899.4699999999998,100,437
run002,trike43,E74,-E177,1561.1599999999996,100,456
run002,trike40,E74,-E246,2368.4300000000007,120,432
run002,trike28,E41,E28,2013.18,120,404
run002,trike61,E196,E76,1404.47,70,649
run002,trike55,E154,E0,1649.16,100,496
run002,trike9,E23,E235,2490.6400000000003,120,415
run002,trike1,E23,E52,2169.7799999999997,120,486
run002,trike29,E41,E62,756.0899999999999,50,767
run002,trike8,E23,E168,2496.97,120,433
run002,trike22,E41,E214,1606.2099999999998,100,568
run002,trike34,E106,E77,2091.69,120,415
run002,trike59,E154,-E176,1082.92,70,800
run002,trike57,E154,E162,333.65000000000003,50,865
run002,trike12,E162,E52,735.04,50,787
run002,trike13,E162,E202,639.54,50,877
run002,trike10,E162,E216,754.7199999999998,50,880
run002,trike20,E41,E199,1789.5499999999995,100,861
run002,trike63,E196,E198,301.92,50,891
run002,trike57,E154,E150,449.94000000000005,50,869
run002,trike32,E106,-E152,2578.0300000000007,150,427
run002,trike2,E23,E70,2566.1699999999996,150,418
run002,trike54,E154,E76,461.84000000000003,50,904
run002,trike7,E23,-E183,2538.0599999999995,150,455
run002,trike30,E106,E186,2506.140000000001,150,468
run002,trike53,E154,E186,821.2199999999998,50,882
run002,trike56,E154,-E177,1197.0200000000002,70,881
run002,trike46,E154,E227,437.74,50,960
run002,trike42,E74,-E237,1581.7099999999996,100,640
run002,trike64,E196,E61,1057.25,70,800
run002,trike27,E41,E153,935.67,50,857
run002,trike21,E41,-E241,1873.8500000000001,100,689
run002,trike40,E74,E230,887.8399999999999,50,919
run002,trike33,E106,E242,2664.4600000000005,150,1058
run002,trike49,E154,E162,333.65000000000003,50,1063
