run_id,trike_id,origin_edge,dest_edge,distance,price,tick
run002,trike18,E57,E48,415.86,16,298
run002,trike18,E57,E79,771.3300000000002,16,304
run002,trike60,E196,-E213,297.28999999999996,16,326
run002,trike57,E154,E116,168.38,16,367
run002,trike14,E162,E140,700.93,16,336
run002,trike58,E154,E109,801.7099999999999,16,248
run002,trike22,E41,E14,489.4000000000001,16,382
run002,trike17,E57,E177,1178.59,21,282
run002,trike23,E41,-E232,546.3500000000001,16,414
run002,trike50,E154,E214,1091.74,21,318
run002,trike47,E154,E3,881.9399999999999,16,291
run002,trike56,E154,E211,1110.47,21,371
run002,trike23,E41,E238,1781.9699999999996,26,424
run002,trike10,E162,E133,667.84,16,376
run002,trike44,E74,E160,933.6799999999998,16,336
run002,trike19,E57,E115,643.4000000000001,16,298
run002,trike31,E106,E90,2491.84,31,357
run002,trike28,E41,E80,844.39,16,370
run002,trike42,E74,E165,759.99,16,377
run002,trike55,E154,E196,512.19,16,478
run002,trike57,E154,E73,973.7199999999999,16,371
run002,trike41,E74,E76,454.9000000000001,16,454
run002,trike8,E23,E21,2320.7400000000002,31,485
run002,trike34,E106,E27,2669.8300000000004,36,435
run002,trike53,E154,E58,709.47,16,368
run002,trike24,E41,E125,990.9099999999999,16,455
run002,trike48,E154,E44,617.53,16,392
run002,trike51,E154,E208,860.9000000000001,16,402
run002,trike59,E154,E205,997.03,16,387
run002,trike38,E97,E202,1557.7300000000002,26,338
run002,trike45,E154,E153,587.0,16,502
run002,trike52,E154,-E152,592.84,16,499
run002,trike33,E106,E204,2131.13,31,428
run002,trike21,E41,E51,891.26,16,430
run002,trike46,E154,-E247,1372.99,21,375
run002,trike40,E74,E106,1293.7499999999998,21,398
run002,trike55,E154,E142,751.74,16,482
run002,trike12,E162,E26,977.77,16,427
run002,trike63,E196,E63,1254.0100000000002,21,322
run002,trike25,E41,E57,968.8000000000001,16,447
run002,trike54,E154,-E229,1207.4700000000003,21,407
run002,trike16,E57,E237,1200.0700000000002,21,273
run002,trike6,E23,E207,2127.3999999999996,31,397
run002,trike35,E97,E176,1780.0800000000004,26,442
run002,trike43,E74,E8,489.76,16,612
run002,trike19,E57,E147,465.2500000000001,16,640
run002,trike26,E41,E67,770.5,16,546
run002,trike20,E41,E198,1339.88,21,393
run002,trike39,E97,E194,1281.19,21,443
run002,trike11,E162,E14,1481.81,21,417
run002,trike62,E196,-E186,1254.07,21,347
run002,trike27,E41,-E187,1109.8,21,490
run002,trike36,E97,-E186,1751.7700000000002,26,369
run002,trike49,E154,E23,1027.4,21,490
run002,trike61,E196,-E246,1480.7999999999997,21,408
run002,trike22,E41,E88,1512.3799999999999,26,392
run002,trike13,E162,E233,1058.0500000000002,21,385
run002,trike5,E23,-E232,1750.7799999999997,26,420
run002,trike3,E23,E215,2261.57,31,464
run002,trike1,E23,E122,2490.8799999999997,31,398
run002,trike17,E57,E234,189.89999999999998,16,730
run002,trike2,E23,E203,1835.6100000000001,26,480
run002,trike29,E41,E175,1508.6,26,461
run002,trike41,E74,E12,1204.3600000000001,21,734
run002,trike0,E23,E47,2420.34,31,351
run002,trike37,E97,E85,1837.1200000000003,26,414
run002,trike32,E106,E156,2172.78,31,349
run002,trike64,E196,E70,1515.91,26,355
run002,trike63,E196,E190,1991.4699999999998,26,814
run002,trike7,E23,-E151,2208.93,31,485
run002,trike8,E23,E150,2314.6400000000003,31,497
run002,trike26,E41,E14,489.4000000000001,16,861
run002,trike60,E196,E44,1510.1100000000001,26,621
run002,trike26,E41,E23,1553.17,26,865
run002,trike4,E23,E2,2456.87,31,485
run002,trike9,E23,-E234,2544.74,36,475
run002,trike34,E106,E119,2564.5800000000004,36,497
run002,trike30,E106,E8,2099.5099999999998,31,583
run002,trike43,E74,E109,794.7699999999999,16,826
run002,trike24,E41,-E155,1033.9,21,821
run002,trike28,E41,E0,1163.9999999999998,21,767
run002,trike42,E74,E174,1567.7099999999994,26,731
run002,trike53,E154,E149,376.58000000000004,16,980
run002,trike51,E154,E130,658.91,16,906
run002,trike21,E41,E73,1117.11,21,779
run002,trike50,E154,E145,701.4299999999998,16,908
run002,trike56,E154,E45,492.68,16,977
run002,trike53,E154,E146,704.98,16,984
run002,trike54,E154,E213,1104.18,21,916
run002,trike15,E57,E244,1971.74,26,407
run002,trike49,E154,E134,812.6199999999999,16,994
run002,trike12,E162,E51,778.41,16,975
